ToolName	DataSource	SourceField	ID	Number	Type	Label	Description	Category	URL	DataURL	Hidden	AllowableValues	IsIndexed	InDefaultColumns
Funcotator	dbNSFP	fathmm-XF_coding_pred	fathmm_XF_coding_pred	A	String	fathmm-XF coding pred	"If a fathmm-XF_coding_score is >0.5, the corresponding nsSNV is predicted  as D(AMAGING); otherwise it is predicted as N(EUTRAL)."	Functional Predictions	http://fathmm.biocompute.org.uk/fathmm-xf/				true	
Funcotator	dbNSFP	fathmm-XF_coding_rankscore	fathmm_XF_coding_RS	A	Float	fathmm-XF coding rankscore	fathmm-XF coding scores were ranked among all fathmm-XF coding  scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number   of fathmm-XF coding scores in dbNSFP.	Functional Predictions	http://fathmm.biocompute.org.uk/fathmm-xf/				true	
Funcotator	dbNSFP	fathmm-XF_coding_score	fathmm_XF_coding_S	A	Float	fathmm-XF coding score	"fathmm-XF p-values. Scores range from 0 to 1. SNVs with scores >0.5  are predicted to be deleterious, and those <0.5 are predicted to be neutral or benign.   Scores close to 0 or 1 are with the highest-confidence. Coding scores are trained using 10  groups of features. More details of the score can be found in   doi 10.1093/bioinformatics/btx536."	Functional Predictions	http://fathmm.biocompute.org.uk/fathmm-xf/				true	
Funcotator	dbNSFP	GenoCanyon_rankscore	GenoCanyon_RS	A	Float	GenoCanyon rankscore	GenoCanyon_score scores were ranked among all integrated fitCons  scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number   of GenoCanyon_score scores in dbNSFP.	Functional Predictions	http://genocanyon.med.yale.edu/index.html				true	
Funcotator	dbNSFP	GenoCanyon_score	GenoCanyon_S	A	Float	GenoCanyon score	A functional prediction score based on conservation and biochemical  annotations using an unsupervised statistical learning. (doi	Functional Predictions	http://genocanyon.med.yale.edu/index.html				true	
Funcotator	dbNSFP	GERP++_NR	GERP_NR	A	String	GERP++ NR	GERP++ neutral rate	Functional Predictions	http://mendel.stanford.edu/SidowLab/downloads/gerp/				false	
Funcotator	dbNSFP	GERP++_RS	GERP_RS	A	Float	GERP++ RS	"GERP++ RS score, the larger the score, the more conserved the site. Scores range from  -12.3 to 6.17."	Functional Predictions	http://mendel.stanford.edu/SidowLab/downloads/gerp/				true	
Funcotator	dbNSFP	GERP++_RS_rankscore	GERP_RS_RS	A	Float	GERP++ RS rankscore	GERP++ RS scores were ranked among all GERP++ RS scores in dbNSFP.  The rankscore is the ratio of the rank of the score over the total number of GERP++ RS   scores in dbNSFP.	Functional Predictions	http://mendel.stanford.edu/SidowLab/downloads/gerp/				true	
Funcotator	dbNSFP	GM12878_confidence_value	GM12878_confidence_value	A	Float	GM12878 confidence value	0 - highly significant scores (approx. p<.003); 1 - significant scores  (approx. p<.05); 2 - informative scores (approx. p<.25); 3 - other scores (approx. p>=.25).	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/				true	
Funcotator	dbNSFP	GM12878_fitCons_rankscore	GM12878_fitCons_RS	A	Float	GM12878 fitCons rankscore	GM12878 fitCons scores were ranked among all GM12878 fitCons  scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number   of GM12878 fitCons scores in dbNSFP.	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/				true	
Funcotator	dbNSFP	GM12878_fitCons_score	GM12878_fitCons_S	A	Float	GM12878 fitCons score	"fitCons score predicts the fraction of genomic positions belonging to  a specific function class (defined by epigenomic fingerprint) that are under selective   pressure. Scores range from 0 to 1, with a larger score indicating a higher proportion of   nucleic sites of the functional class the genomic position belong to are under selective   pressure, therefore more likely to be functional important. GM12878 fitCons scores are  based on cell type GM12878. More details can be found in doi"	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/				true	
Funcotator	dbNSFP	H1-hESC_confidence_value	H1_hESC_confidence_value	A	Float	H1-hESC confidence value	0 - highly significant scores (approx. p<.003); 1 - significant scores  (approx. p<.05); 2 - informative scores (approx. p<.25); 3 - other scores (approx. p>=.25).	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	H1-hESC_fitCons_rankscore	H1_hESC_fitCons_RS	A	Float	H1-hESC fitCons rankscore	H1-hESC fitCons scores were ranked among all H1-hESC fitCons  scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number   of H1-hESC fitCons scores in dbNSFP.	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	H1-hESC_fitCons_score	H1_hESC_fitCons_S	A	Float	H1-hESC fitCons score	"fitCons score predicts the fraction of genomic positions belonging to  a specific function class (defined by epigenomic fingerprint) that are under selective   pressure. Scores range from 0 to 1, with a larger score indicating a higher proportion of   nucleic sites of the functional class the genomic position belong to are under selective   pressure, therefore more likely to be functional important. GM12878 fitCons scores are  based on cell type H1-hESC. More details can be found in doi"	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	HUVEC_confidence_value	HUVEC_confidence_value	A	Float	HUVEC confidence value	0 - highly significant scores (approx. p<.003); 1 - significant scores  (approx. p<.05); 2 - informative scores (approx. p<.25); 3 - other scores (approx. p>=.25).	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	HUVEC_fitCons_rankscore	HUVEC_fitCons_RS	A	Float	HUVEC fitCons rankscore	HUVEC fitCons scores were ranked among all HUVEC fitCons  scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number   of HUVEC fitCons scores in dbNSFP.	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	HUVEC_fitCons_score	HUVEC_fitCons_S	A	Float	HUVEC fitCons score	"fitCons score predicts the fraction of genomic positions belonging to  a specific function class (defined by epigenomic fingerprint) that are under selective   pressure. Scores range from 0 to 1, with a larger score indicating a higher proportion of   nucleic sites of the functional class the genomic position belong to are under selective   pressure, therefore more likely to be functional important. GM12878 fitCons scores are  based on cell type HUVEC. More details can be found in doi"	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	integrated_confidence_value	integrated_confidence_value	A	Float	integrated confidence value	0 - highly significant scores (approx. p<.003); 1 - significant scores  (approx. p<.05); 2 - informative scores (approx. p<.25); 3 - other scores (approx. p>=.25).	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	integrated_fitCons_rankscore	integrated_fitCons_RS	A	Float	integrated fitCons rankscore	integrated fitCons scores were ranked among all integrated fitCons  scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number   of integrated fitCons scores in dbNSFP.	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	integrated_fitCons_score	integrated_fitCons_S	A	Float	integrated fitCons score	"fitCons score predicts the fraction of genomic positions belonging to  a specific function class (defined by epigenomic fingerprint) that are under selective   pressure. Scores range from 0 to 1, with a larger score indicating a higher proportion of   nucleic sites of the functional class the genomic position belong to are under selective   pressure, therefore more likely to be functional important. Integrated (i6) scores are  integrated across three cell types (GM12878, H1-hESC and HUVEC). More details can be found  in doi10.1038/ng.3196."	Functional Predictions	http://compgen.bscb.cornell.edu/fitCons/					
Funcotator	dbNSFP	LINSIGHT	LINSIGHT	A	Float	LINSIGHT	The LINSIGHT score measures the probability of negative selection on noncoding sites  Details refer to doi	Functional Predictions	http://compgen.cshl.edu/~yihuang/LINSIGHT/					
Funcotator	dbNSFP	LINSIGHT_rankscore	LINSIGHT_RS	A	Float	LINSIGHT rankscore	LINSIGHT scores were ranked among all LINSIGHT scores in dbNSFP. The rankscore  is the ratio of the rank of the score over the total number of LINSIGHT scores in dbNSFP.	Functional Predictions	http://compgen.cshl.edu/~yihuang/LINSIGHT/					
Funcotator	dbNSFP	LIST-S2_pred	LIST_S2_pred	A	String	LIST-S2 pred	"Prediction of LIST-S2 score based on the authors' recommendation, T(olerated) or D(amaging).  The score cutoff between D and T is 0.85."	Functional Predictions	https://precomputed.list-s2.msl.ubc.ca/					
Funcotator	dbNSFP	LIST-S2_rankscore	LIST_S2_RS	A	Float	LIST-S2 rankscore	LIST-S2 scores were ranked among all LIST-S2 scores in dbNSFP. The rankscore is the ratio  of the rank of the score over the total number of LIST-S2 scores in dbNSFP.	Functional Predictions	https://precomputed.list-s2.msl.ubc.ca/					
Funcotator	dbNSFP	LIST-S2_score	LIST_S2_S	A	Float	LIST-S2 score	"A deleteriousness preidction score for nonsynonymous SNVs. See https  for details. The range of the score in dbNSFP is from 0 to 1.  The higher the score, the more likely the variant is pathogenic. The author suggested cutoff between   deleterious (D) and tolerated (T) is 0.85."	Functional Predictions	https://precomputed.list-s2.msl.ubc.ca/					
Funcotator	dbNSFP	LRT_converted_rankscore	LRT_converted_RS	A	Float	LRT converted rankscore	"Omega<1, or LRTnew=LRTori*0.5 if Omega>=1. Then LRTnew scores were ranked among all   LRTnew scores in dbNSFP. The rankscore is the ratio of the rank over the total number   of the scores in dbNSFP. The scores range from 0.00162 to 0.8433."	Functional Predictions	http://www.genetics.wustl.edu/jflab/lrt_query.html					
Funcotator	dbNSFP	LRT_Omega	LRT_Omega	A	Float	LRT Omega	"estimated nonsynonymous-to-synonymous-rate ratio (Omega, reported by LRT)"	Functional Predictions	http://www.genetics.wustl.edu/jflab/lrt_query.html					
Funcotator	dbNSFP	LRT_pred	LRT_pred	A	String	LRT pred	"LRT prediction, D(eleterious), N(eutral) or U(nknown), which is not solely  determined by the score."	Functional Predictions	http://www.genetics.wustl.edu/jflab/lrt_query.html					
Funcotator	dbNSFP	LRT_score	LRT_S	A	Float	LRT score	"The original LRT two-sided p-value (LRTori), ranges from 0 to 1."	Functional Predictions	http://www.genetics.wustl.edu/jflab/lrt_query.html					
Funcotator	dbNSFP	M-CAP_pred	M_CAP_pred	A	String	M-CAP pred	"Prediction of M-CAP score based on the authors' recommendation, T(olerated) or  D(amaging). The score cutoff between D and T is 0.025."	Functional Predictions	http://bejerano.stanford.edu/MCAP/					
Funcotator	dbNSFP	M-CAP_rankscore	M_CAP_RS	A	Float	M-CAP rankscore	M-CAP scores were ranked among all M-CAP scores in dbNSFP. The rankscore is  the ratio of the rank of the score over the total number of M-CAP scores in dbNSFP.	Functional Predictions	http://bejerano.stanford.edu/MCAP/					
Funcotator	dbNSFP	M-CAP_score	M_CAP_S	A	Float	M-CAP score	M-CAP is hybrid ensemble score (details in DOI  from 0 to 1. The larger the score the more likely the SNP has damaging effect.	Functional Predictions	http://bejerano.stanford.edu/MCAP/					
Funcotator	dbNSFP	MetaLR_pred	MetaLR_pred	A	String	MetaLR pred	"Prediction of our MetaLR based ensemble prediction score,T(olerated) or  D(amaging). The score cutoff between D and T is 0.5. The rankscore cutoff between   D and T is 0.81101."	Functional Predictions	doi: 10.1093/hmg/ddu733					
Funcotator	dbNSFP	MetaLR_rankscore	MetaLR_RS	A	Float	MetaLR rankscore	MetaLR scores were ranked among all MetaLR scores in dbNSFP. The rankscore  is the ratio of the rank of the score over the total number of MetaLR scores in dbNSFP.   The scores range from 0 to 1.	Functional Predictions	doi: 10.1093/hmg/ddu733					
Funcotator	dbNSFP	MetaLR_score	MetaLR_S	A	Float	MetaLR score	"Our logistic regression (LR) based ensemble prediction score, which  incorporated 10 scores (SIFT, PolyPhen-2 HDIV, PolyPhen-2 HVAR, GERP++, MutationTaster,   Mutation Assessor, FATHMM, LRT, SiPhy, PhyloP) and the maximum frequency observed in   the 1000 genomes populations. Larger value means the SNV is more likely to be damaging.   Scores range from 0 to 1."	Functional Predictions	doi: 10.1093/hmg/ddu733					
Funcotator	dbNSFP	MetaSVM_pred	MetaSVM_pred	A	String	MetaSVM pred	"Prediction of our SVM based ensemble prediction score,T(olerated) or  D(amaging). The score cutoff between D and T is 0. The rankscore cutoff between  D and T is 0.82257."	Functional Predictions	doi: 10.1093/hmg/ddu733					
Funcotator	dbNSFP	MetaSVM_rankscore	MetaSVM_RS	A	Float	MetaSVM rankscore	MetaSVM scores were ranked among all MetaSVM scores in dbNSFP.  The rankscore is the ratio of the rank of the score over the total number of MetaSVM   scores in dbNSFP. The scores range from 0 to 1.	Functional Predictions	doi: 10.1093/hmg/ddu733					
Funcotator	dbNSFP	MetaSVM_score	MetaSVM_S	A	Float	MetaSVM score	"Our support vector machine (SVM) based ensemble prediction score, which  incorporated 10 scores (SIFT, PolyPhen-2 HDIV, PolyPhen-2 HVAR, GERP++, MutationTaster,   Mutation Assessor, FATHMM, LRT, SiPhy, PhyloP) and the maximum frequency observed in   the 1000 genomes populations. Larger value means the SNV is more likely to be damaging.   Scores range from -2 to 3 in dbNSFP."	Functional Predictions	doi: 10.1093/hmg/ddu733					
Funcotator	dbNSFP	MPC_rankscore	MPC_RS	A	Float	MPC rankscore	MPC scores were ranked among all MPC scores in dbNSFP. The rankscore is  the ratio of the rank of the score over the total number of MPC scores in dbNSFP.	Functional Predictions	ftp://ftp.broadinstitute.org/pub/ExAC_release/release1/regional_missense_constraint/					
Funcotator	dbNSFP	MPC_score	MPC_S	A	Float	MPC score	"A deleteriousness prediction score for missense variants based on regional missense  constraint. The range of MPC score is 0 to 5. The larger the score, the more likely the variant is   pathogenic. Details see doi  Multiple entries are separated by ;, corresponding to Ensembl_transcriptid."	Functional Predictions	ftp://ftp.broadinstitute.org/pub/ExAC_release/release1/regional_missense_constraint/					
Funcotator	dbNSFP	MutationAssessor_pred	MutationAssessor_pred	A	String	MutationAssessor pred	"MutationAssessor's functional impact of a variant -  predicted functional, i.e. high (H) or medium (M), or predicted non-functional,  i.e. low (L) or neutral (N). The MAori score cutoffs between H and M,   M and L, and L and N, are 3.5, 1.935 and 0.8, respectively. The rankscore cutoffs   between H and M, M and L, and L and N, are 0.9307, 0.52043 and 0.19675,   respectively."	Functional Predictions	http://mutationassessor.org/					
Funcotator	dbNSFP	MutationAssessor_rankscore	MutationAssessor_RS	A	Float	MutationAssessor rankscore	MAori scores were ranked among all MAori scores in dbNSFP.  The rankscore is the ratio of the rank of the score over the total number of MAori   scores in dbNSFP. The scores range from 0 to 1.	Functional Predictions	http://mutationassessor.org/					
Funcotator	dbNSFP	MutationAssessor_score	MutationAssessor_S	A	Float	MutationAssessor score	MutationAssessor functional impact combined score (MAori). The  score ranges from -5.17 to 6.49 in dbNSFP.	Functional Predictions	http://mutationassessor.org/					
Funcotator	dbNSFP	MutationTaster_AAE	MutationTaster_AAE	A	Float	MutationTaster AAE	MutationTaster predicted amino acid change.	Functional Predictions	http://www.mutationtaster.org/					
Funcotator	dbNSFP	MutationTaster_converted_rankscore	MutationTaster_converted_RS	A	Float	MutationTaster converted rankscore	"The MTori scores were first converted. If the prediction  is A or D MTnew=MTori; if the prediction is N or P, MTnew=1-MTori. Then MTnew   scores were ranked among all MTnew scores in dbNSFP. If there are multiple scores of a   SNV, only the largest MTnew was used in ranking. The rankscore is the ratio of the  rank of the score over the total number of MTnew scores in dbNSFP. The scores range  from 0.08979 to 0.81001."	Functional Predictions	http://www.mutationtaster.org/					
Funcotator	dbNSFP	MutationTaster_model	MutationTaster_model	A	Float	MutationTaster model	MutationTaster prediction models.	Functional Predictions	http://www.mutationtaster.org/					
Funcotator	dbNSFP	MutationTaster_pred	MutationTaster_pred	A	String	MutationTaster pred	"MutationTaster prediction, A (disease_causing_automatic),  D (disease_causing), N (polymorphism) or P (polymorphism_automatic). The   score cutoff between D and N is 0.5 for MTnew and 0.31733 for the rankscore."	Functional Predictions	http://www.mutationtaster.org/					
Funcotator	dbNSFP	MutationTaster_score	MutationTaster_S	A	Float	MutationTaster score	"MutationTaster p-value (MTori), ranges from 0 to 1.   Multiple scores are separated by ;. Information on corresponding transcript(s) can   be found by querying http"	Functional Predictions	http://www.mutationtaster.org/					
Funcotator	dbNSFP	MutPred_AAchange	MutPred_AAchange	A	Float	MutPred AAchange	Amino acid change used for MutPred_score calculation.	Functional Predictions	http://mutpred.mutdb.org/					
Funcotator	dbNSFP	MutPred_protID	MutPred_protID	A	Float	MutPred protID	UniProt accession or Ensembl transcript ID used for MutPred_score calculation.	Functional Predictions	http://mutpred.mutdb.org/					
Funcotator	dbNSFP	MutPred_rankscore	MutPred_RS	A	Float	MutPred rankscore	MutPred scores were ranked among all MutPred scores in dbNSFP. The rankscore is  the ratio of the rank of the score over the total number of MutPred scores in dbNSFP.87      MutPred_protID88      MutPred_AAchange89      MutPred_Top5features  p values. MutPred_score > 0.5 and p < 0.05 are referred to as actionable hypotheses.  MutPred_score > 0.75 and p < 0.05 are referred to as confident hypotheses.	Functional Predictions	http://mutpred.mutdb.org/					
Funcotator	dbNSFP	MutPred_score	MutPred_S	A	Float	MutPred score	General MutPred score. Scores range from 0 to 1. The larger the score the more  likely the SNP has damaging effect.	Functional Predictions	http://mutpred.mutdb.org/					
Funcotator	dbNSFP	MutPred_Top5features	MutPred_Top5features	A	Float	MutPred Top5features	Top 5 features (molecular mechanisms of disease) as predicted by MutPred with  p values. MutPred_score > 0.5 and p < 0.05 are referred to as actionable hypotheses.  MutPred_score > 0.75 and p < 0.05 are referred to as confident hypotheses.  MutPred_score > 0.75 and p < 0.01 are referred to as very confident hypotheses.	Functional Predictions	http://mutpred.mutdb.org/					
Funcotator	dbNSFP	MVP_rankscore	MVP_RS	A	Float	MVP rankscore	"MVP scores were ranked among all MVP scores in dbNSFP. The rankscore is  the ratio of the rank of the score over the total number of MVP scores in dbNSFP. 92      MPC_score  constraint. The range of MPC score is 0 to 5. The larger the score, the more likely the variant is   pathogenic. Details see doi  Multiple entries are separated by ;, corresponding to Ensembl_transcriptid."	Functional Predictions	https://github.com/ShenLab/missense					
Funcotator	dbNSFP	MVP_score	MVP_S	A	Float	MVP score	"A pathogenicity prediction score for missense variants using deep learning approach.  The range of MVP score is from 0 to 1. The larger the score, the more likely the variant is   pathogenic. The authors suggest thresholds of 0.7 and 0.75 for separating damaging vs tolerant   variants in constrained genes (ExAC pLI >=0.5) and non-constrained genes (ExAC pLI<0.5), respectively.   Details see doi  Multiple entries are separated by ;, corresponding to Ensembl_transcriptid."	Functional Predictions	https://github.com/ShenLab/missense					
Funcotator	dbNSFP	phastCons100way_vertebrate	phastCons100way_vertebrate	A	Float	phastCons100way vertebrate	"phastCons conservation score based on the multiple alignments  of 100 vertebrate genomes (including human). The larger the score, the more conserved   the site. Scores range from 0 to 1."	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phastCons100way/				true	
Funcotator	dbNSFP	phastCons100way_vertebrate_rankscore	phastCons100way_vertebrate_RS	A	Float	phastCons100way vertebrate rankscore	phastCons100way_vertebrate scores were ranked among  all phastCons100way_vertebrate scores in dbNSFP. The rankscore is the ratio of the rank   of the score over the total number of phastCons100way_vertebrate scores in dbNSFP.	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phastCons100way/				true	
Funcotator	dbNSFP	phastCons17way_primate	phastCons17way_primate	A	Float	phastCons17way primate	"a conservation score based on 17way alignment primate set,  The larger the score, the more conserved the site. Scores range from 0 to 1."	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phastCons17way/				true	
Funcotator	dbNSFP	phastCons17way_primate_rankscore	phastCons17way_primate_RS	A	Float	phastCons17way primate rankscore	the rank of the phastCons17way_primate score among  all phastCons17way_primate scores in dbNSFP.	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phastCons17way/				true	
Funcotator	dbNSFP	phastCons470way_mammalian	phastCons470way_mammalian	A	Float	phastCons470way mammalian	"phastCons conservation score based on the multiple alignmentsof 470 mammalian genomes (including human). The larger the score, the more conserved the site. Scores range from 0 to 1."	Comparative Genomics	https://hgdownload.cse.ucsc.edu/goldenpath/hg38/phastCons470way/				true	
Funcotator	dbNSFP	phastCons470way_mammalian_rankscore	phastCons470way_mammalian_RS	A	Float	phastCons470way mammalian rankscore	phastCons470way_mammalian scores were ranked among all phastCons470way_mammalian scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of phastCons470way_mammalian scores in dbNSFP.	Comparative Genomics	https://hgdownload.cse.ucsc.edu/goldenpath/hg38/phastCons470way/				true	
Funcotator	dbNSFP	phyloP100way_vertebrate	phyloP100way_vertebrate	A	Float	phyloP100way vertebrate	"phyloP (phylogenetic p-values) conservation score based on the  multiple alignments of 100 vertebrate genomes (including human). The larger the score,   the more conserved the site. Scores range from -20.0 to 10.003 in dbNSFP."	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phyloP100way/				true	
Funcotator	dbNSFP	phyloP100way_vertebrate_rankscore	phyloP100way_vertebrate_RS	A	Float	phyloP100way vertebrate rankscore	phyloP100way_vertebrate scores were ranked among all  phyloP100way_vertebrate scores in dbNSFP. The rankscore is the ratio of the rank of the   score over the total number of phyloP100way_vertebrate scores in dbNSFP.	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phyloP100way/				true	
Funcotator	dbNSFP	phyloP17way_primate	phyloP17way_primate	A	Float	phyloP17way primate	"a conservation score based on 17way alignment primate set,  the higher the more conservative. Scores range from -13.362 to 0.756 in dbNSFP."	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phyloP17way/				true	
Funcotator	dbNSFP	phyloP17way_primate_rankscore	phyloP17way_primate_RS	A	Float	phyloP17way primate rankscore	the rank of the phyloP17way_primate score among  all phyloP17way_primate scores in dbNSFP.	Comparative Genomics	http://hgdownload.soe.ucsc.edu/goldenPath/hg38/phyloP17way/				true	
Funcotator	dbNSFP	phyloP470way_mammalian	phyloP470way_mammalian	A	Float	phyloP 470-way mammalian rankscore	"phyloP (phylogenetic p-values) conservation score based on the multiple alignments of 470 mammalian genomes (including human). The larger the score, the more conserved the site. Scores range from -20 to 11.936 in dbNSFP."	Comparative Genomics	https://hgdownload.soe.ucsc.edu/goldenPath/hg38/phyloP470way/				true	
Funcotator	dbNSFP	phyloP470way_mammalian_rankscore	phyloP470way_mammalian_RS	A	Float	phyloP 470-way mammalian rankscore	phyloP470way_mammalian scores were ranked among all phyloP470way_mammalian scores in dbNSFP. The rankscore is the ratio of the rank of the score over the total number of phyloP470way_mammalian scores in dbNSFP	Comparative Genomics	https://hgdownload.soe.ucsc.edu/goldenPath/hg38/phyloP470way/				true	
Funcotator	dbNSFP	Polyphen2_HDIV_pred	Polyphen2_HDIV_pred	A	String	Polyphen2 HDIV pred	"Polyphen2 prediction based on HumDiv, D (probably damaging,HDIV score in [0.957,1] or rankscore in [0.55859,0.91137]), P (possibly damaging, HDIV score in [0.454,0.956] or rankscore in [0.37043,0.55681]) and B (benign, HDIV score in [0,0.452] or rankscore in [0.03061,0.36974]). Score cutoff for binary classification is 0.5 for HDIV score or 0.38028 for rankscore, i.e. the prediction is neutral if the HDIV score is smaller than 0.5 (rankscore is smaller than 0.38028), and deleterious if the HDIV score is larger than 0.5 (rankscore is larger than 0.38028). Multiple entries are separated by ;, corresponding to Uniprot_acc."	Functional Predictions	http://genetics.bwh.harvard.edu/pph2/				true	true
Funcotator	dbNSFP	Polyphen2_HDIV_rankscore	Polyphen2_HDIV_RS	A	Float	Polyphen2 HDIV rankscore	"Polyphen2 HDIV scores were first ranked among all HDIV scores in dbNSFP. The rankscore is the ratio of the rank the score over the total number of the scores in dbNSFP. If there are multiple scores, only the most damaging (largest) rankscore is presented. The scores range from 0.03061 to 0.91137."	Functional Predictions	http://genetics.bwh.harvard.edu/pph2/				true	
Funcotator	dbNSFP	Polyphen2_HDIV_score	Polyphen2_HDIV_S	A	Float	Polyphen2 HDIV score	"Polyphen2 score based on HumDiv, i.e. hdiv_prob. The score ranges from 0 to 1.  Multiple entries separated by ;, corresponding to Uniprot_acc."	Functional Predictions	http://genetics.bwh.harvard.edu/pph2/				true	
Funcotator	dbNSFP	Polyphen2_HVAR_pred	Polyphen2_HVAR_pred	A	String	Polyphen2 HVAR pred	"HVAR score in [0.909,1] or rankscore in [0.65694,0.97581]), P (possibly damaging,   HVAR in [0.447,0.908] or rankscore in [0.47121,0.65622]) and B (benign, HVAR   score in [0,0.446] or rankscore in [0.01493,0.47076]). Score cutoff for binary   classification is 0.5 for HVAR score or 0.48762 for rankscore, i.e. the prediction   is neutral if the HVAR score is smaller than 0.5 (rankscore is smaller than   0.48762), and deleterious if the HVAR score is larger than 0.5 (rankscore is larger   than 0.48762). Multiple entries are separated by ;, corresponding to Uniprot_acc."	Functional Predictions	http://genetics.bwh.harvard.edu/pph2/				true	
Funcotator	dbNSFP	Polyphen2_HVAR_rankscore	Polyphen2_HVAR_RS	A	Float	Polyphen2 HVAR rankscore	"Polyphen2 HVAR scores were first ranked among all HVAR scores in dbNSFP. The rankscore is the ratio of the rank the score over the total number of the scores in dbNSFP. If there are multiple scores, only the most damaging (largest) rankscore is presented. The scores range from 0.01493 to 0.97581."	Functional Predictions	http://genetics.bwh.harvard.edu/pph2/				true	
Funcotator	dbNSFP	Polyphen2_HVAR_score	Polyphen2_HVAR_S	A	Float	Polyphen2 HVAR score	"Polyphen2 score based on HumVar, i.e. hvar_prob. The score ranges from 0 to 1. Multiple entries separated by ;, corresponding to Uniprot_acc"	Functional Predictions	http://genetics.bwh.harvard.edu/pph2/				true	
Funcotator	dbNSFP	PrimateAI_pred	PrimateAI_pred	A	String	PrimateAI pred	"Prediction of PrimateAI score based on the authors' recommendation, T(olerated) or  D(amaging). The score cutoff between D and T is 0.803."	Functional Predictions	https://github.com/Illumina/PrimateAI				true	
Funcotator	dbNSFP	PrimateAI_rankscore	PrimateAI_RS	A	Float	PrimateAI rankscore	PrimateAI scores were ranked among all PrimateAI scores in dbNSFP. The rankscore is  the ratio of the rank of the score over the total number of PrimateAI scores in dbNSFP.	Functional Predictions	https://github.com/Illumina/PrimateAI				true	
Funcotator	dbNSFP	PrimateAI_score	PrimateAI_S	A	Float	PrimateAI score	"A pathogenicity prediction score for missense variants based on common variants of  non-human primate species using a deep neural network. The range of PrimateAI score is 0 to 1.   The larger the score, the more likely the variant is pathogenic. The authors suggest a threshold  of 0.803 for separating damaging vs tolerant variants.   Details see https"	Functional Predictions	https://github.com/Illumina/PrimateAI				true	
Funcotator	dbNSFP	PROVEAN_converted_rankscore	PROVEAN_converted_RS	A	Float	PROVEAN converted rankscore	"PROVEANori were first converted to PROVEANnew=1-(PROVEANori+14)/28,  then ranked among all PROVEANnew scores in dbNSFP. The rankscore is the ratio of   the rank the PROVEANnew score over the total number of PROVEANnew scores in dbNSFP.   If there are multiple scores, only the most damaging (largest) rankscore is presented.  The scores range from 0 to 1."	Functional Predictions						
Funcotator	dbNSFP	PROVEAN_pred	PROVEAN_pred	A	String	PROVEAN pred	"If PROVEANori <= -2.5 (rankscore>=0.54382) the corresponding nsSNV is  predicted as D(amaging); otherwise it is predicted as N(eutral).   Multiple predictions separated by ;, corresponding to Ensembl_proteinid."	Functional Predictions						
Funcotator	dbNSFP	PROVEAN_score	PROVEAN_S	A	Float	PROVEAN score	"PROVEAN score (PROVEANori). Scores range from -14 to 14. The smaller the score  the more likely the SNP has damaging effect.   Multiple scores separated by ;, corresponding to Ensembl_proteinid."	Functional Predictions						
Funcotator	dbNSFP	Reliability_index	Reliability_index	A	Float	Reliability index	"Number of observed component scores (except the maximum frequency in  the 1000 genomes populations) for MetaSVM and MetaLR. Ranges from 1 to 10. As MetaSVM   and MetaLR scores are calculated based on imputed data, the less missing component   scores, the higher the reliability of the scores and predictions."	Functional Predictions						
Funcotator	dbNSFP	REVEL_rankscore	REVEL_RS	A	Float	REVEL rankscore	REVEL scores were ranked among all REVEL scores in dbNSFP. The rankscore is  the ratio of the rank of the score over the total number of REVEL scores in dbNSFP.	Functional Predictions	https://sites.google.com/site/revelgenomics/					
